o1 o1
92 0.0000193446
93 0.0000213914
94 0.0000224701
95 0.0000224701
96 0.0000213914
97 0.0000193446
98 0.0000165524
99 0.0000133349
o2 o2
0 0.6209447010
1 0.7707707905
2 0.9007909959
3 0.9961012726
4 1.0463293416
5 1.0463293416
6 0.9961012726
7 0.9007909959
8 0.7707707905
9 0.6209447010
10 0.7707707905
11 0.9567480171
12 1.1181404508
13 1.2364478899
14 1.2987953555
15 1.2987953555
16 1.2364478899
17 1.1181404508
18 0.9567480171
19 0.7707707905
20 0.9007909959
21 1.1181404508
22 1.3067579399
23 1.4450224890
24 1.5178872580
25 1.5178872580
26 1.4450224890
27 1.3067579399
28 1.1181404508
29 0.9007909959
30 0.9961012726
31 1.2364478899
32 1.4450224890
33 1.5979164388
34 1.6784908335
35 1.6784908335
36 1.5979164388
37 1.4450224890
38 1.2364478899
39 0.9961012726
40 1.0463293416
41 1.2987953555
42 1.5178872580
43 1.6784908335
44 1.7631281646
45 1.7631281646
46 1.6784908335
47 1.5178872580
48 1.2987953555
49 1.0463293416
50 1.0463293416
51 1.2987953555
52 1.5178872580
53 1.6784908335
54 1.7631281646
55 1.7631281646
56 1.6784908335
57 1.5178872580
58 1.2987953555
59 1.0463293416
60 0.9961012726
61 1.2364478899
62 1.4450224890
63 1.5979164388
64 1.6784908335
65 1.6784908335
66 1.5979164388
67 1.4450224890
68 1.2364478899
69 0.9961012726
70 0.9007909959
71 1.1181404508
72 1.3067579399
73 1.4450224890
74 1.5178872580
75 1.5178872580
76 1.4450224890
77 1.3067579399
78 1.1181404508
79 0.9007909959
80 0.7707707905
81 0.9567480171
82 1.1181404508
83 1.2364478899
84 1.2987953555
85 1.2987953555
86 1.2364478899
87 1.1181404508
88 0.9567480171
89 0.7707707905
90 0.6209447010
91 0.7707707905
92 0.9007909959
93 0.9961012726
94 1.0463293416
95 1.0463293416
96 0.9961012726
97 0.9007909959
98 0.7707707905
99 0.6209447010
o2 o3
0 0.0354196942
1 0.0526570476
2 0.0708949385
3 0.0864412471
4 0.0954495563
5 0.0954495563
6 0.0864412471
7 0.0708949385
8 0.0526570476
9 0.0354196942
10 0.0301775736
11 0.0448637958
12 0.0604024758
13 0.0736479282
14 0.0813230061
15 0.0813230061
16 0.0736479282
17 0.0604024758
18 0.0448637958
19 0.0301775736
20 0.0241114201
21 0.0358454872
22 0.0482606551
23 0.0588435691
24 0.0649758391
25 0.0649758391
26 0.0588435691
27 0.0482606551
28 0.0358454872
29 0.0241114201
30 0.0179894190
31 0.0267441522
32 0.0360070515
33 0.0439029147
34 0.0484781730
35 0.0484781730
36 0.0439029147
37 0.0360070515
38 0.0267441522
39 0.0179894190
40 0.0124801639
41 0.0185537622
42 0.0249799008
43 0.0304576579
44 0.0336317444
45 0.0336317444
46 0.0304576579
47 0.0249799008
48 0.0185537622
49 0.0124801639
50 0.0080189274
51 0.0119214198
52 0.0160504313
53 0.0195700755
54 0.0216095334
55 0.0216095334
56 0.0195700755
57 0.0160504313
58 0.0119214198
59 0.0080189274
60 0.0047554320
61 0.0070697112
62 0.0095183221
63 0.0116055624
64 0.0128150139
65 0.0128150139
66 0.0116055624
67 0.0095183221
68 0.0070697112
69 0.0047554320
70 0.0025950599
71 0.0038579721
72 0.0051941897
73 0.0063332058
74 0.0069932087
75 0.0069932087
76 0.0063332058
77 0.0051941897
78 0.0038579721
79 0.0025950599
80 0.0012998883
81 0.0019324921
82 0.0026018152
83 0.0031723584
84 0.0035029596
85 0.0035029596
86 0.0031723584
87 0.0026018152
88 0.0019324921
89 0.0012998883
90 0.0005964454
91 0.0008867116
92 0.0011938262
93 0.0014556163
94 0.0016073106
95 0.0016073106
96 0.0014556163
97 0.0011938262
98 0.0008867116
99 0.0005964454
o3 o1
0 1.4851584797
1 1.4858641358
2 1.4863935259
3 1.4867465230
4 1.4869230427
5 1.4869230427
6 1.4867465230
7 1.4863935259
8 1.4858641358
9 1.4851584797
10 1.2810623641
11 1.2816710463
12 1.2821276855
13 1.2824321725
14 1.2825844341
15 1.2825844341
16 1.2824321725
17 1.2821276855
18 1.2816710463
19 1.2810623641
20 1.0521057062
21 1.0526056022
22 1.0529806290
23 1.0532306968
24 1.0533557457
25 1.0533557457
26 1.0532306968
27 1.0529806290
28 1.0526056022
29 1.0521057062
30 0.8195407712
31 0.8199301667
32 0.8202222949
33 0.8204170860
34 0.8205144931
35 0.8205144931
36 0.8204170860
37 0.8202222949
38 0.8199301667
39 0.8195407712
40 0.6032469622
41 0.6035335882
42 0.6037486177
43 0.6038919993
44 0.6039636987
45 0.6039636987
46 0.6038919993
47 0.6037486177
48 0.6035335882
49 0.6032469622
50 0.4181836774
51 0.4183823726
52 0.4185314357
53 0.4186308309
54 0.4186805344
55 0.4186805344
56 0.4186308309
57 0.4185314357
58 0.4183823726
59 0.4181836774
60 0.2722073824
61 0.2723367186
62 0.2724337479
63 0.2724984470
64 0.2725308004
65 0.2725308004
66 0.2724984470
67 0.2724337479
68 0.2723367186
69 0.2722073824
70 0.1659557957
71 0.1660346477
72 0.1660938032
73 0.1661332481
74 0.1661529729
75 0.1661529729
76 0.1661332481
77 0.1660938032
78 0.1660346477
79 0.1659557957
80 0.0945619525
81 0.0946068826
82 0.0946405895
83 0.0946630653
84 0.0946743045
85 0.0946743045
86 0.0946630653
87 0.0946405895
88 0.0946068826
89 0.0945619525
90 0.0502685205
91 0.0502924050
92 0.0503103234
93 0.0503222714
94 0.0503282461
95 0.0503282461
96 0.0503222714
97 0.0503103234
98 0.0502924050
99 0.0502685205
o3 o2
0 0.0502685205
1 0.0502924050
2 0.0503103234
3 0.0503222714
4 0.0503282461
5 0.0503282461
6 0.0503222714
7 0.0503103234
8 0.0502924050
9 0.0502685205
10 0.0945619525
11 0.0946068826
12 0.0946405895
13 0.0946630653
14 0.0946743045
15 0.0946743045
16 0.0946630653
17 0.0946405895
18 0.0946068826
19 0.0945619525
20 0.1659557957
21 0.1660346477
22 0.1660938032
23 0.1661332481
24 0.1661529729
25 0.1661529729
26 0.1661332481
27 0.1660938032
28 0.1660346477
29 0.1659557957
30 0.2722073824
31 0.2723367186
32 0.2724337479
33 0.2724984470
34 0.2725308004
35 0.2725308004
36 0.2724984470
37 0.2724337479
38 0.2723367186
39 0.2722073824
40 0.4181836774
41 0.4183823726
42 0.4185314357
43 0.4186308309
44 0.4186805344
45 0.4186805344
46 0.4186308309
47 0.4185314357
48 0.4183823726
49 0.4181836774
50 0.6032469622
51 0.6035335882
52 0.6037486177
53 0.6038919993
54 0.6039636987
55 0.6039636987
56 0.6038919993
57 0.6037486177
58 0.6035335882
59 0.6032469622
60 0.8195407712
61 0.8199301667
62 0.8202222949
63 0.8204170860
64 0.8205144931
65 0.8205144931
66 0.8204170860
67 0.8202222949
68 0.8199301667
69 0.8195407712
70 1.0521057062
71 1.0526056022
72 1.0529806290
73 1.0532306968
74 1.0533557457
75 1.0533557457
76 1.0532306968
77 1.0529806290
78 1.0526056022
79 1.0521057062
80 1.2810623641
81 1.2816710463
82 1.2821276855
83 1.2824321725
84 1.2825844341
85 1.2825844341
86 1.2824321725
87 1.2821276855
88 1.2816710463
89 1.2810623641
90 1.4851584797
91 1.4858641358
92 1.4863935259
93 1.4867465230
94 1.4869230427
95 1.4869230427
96 1.4867465230
97 1.4863935259
98 1.4858641358
99 1.4851584797
o3 o3
0 0.0690160769
1 0.0690828009
2 0.0691328862
3 0.0691662965
4 0.0691830078
5 0.0691830078
6 0.0691662965
7 0.0691328862
8 0.0690828009
9 0.0690160769
10 0.0836837628
11 0.0837646673
12 0.0838253970
13 0.0838659079
14 0.0838861707
15 0.0838861707
16 0.0838659079
17 0.0838253970
18 0.0837646673
19 0.0836837628
20 0.0963728009
21 0.0964659730
22 0.0965359112
23 0.0965825648
24 0.0966059001
25 0.0966059001
26 0.0965825648
27 0.0965359112
28 0.0964659730
29 0.0963728009
30 0.1056991547
31 0.1058013434
32 0.1058780498
33 0.1059292183
34 0.1059548118
35 0.1059548118
36 0.1059292183
37 0.1058780498
38 0.1058013434
39 0.1056991547
40 0.1106337479
41 0.1107407074
42 0.1108209948
43 0.1108745521
44 0.1109013404
45 0.1109013404
46 0.1108745521
47 0.1108209948
48 0.1107407074
49 0.1106337479
50 0.1106337479
51 0.1107407074
52 0.1108209948
53 0.1108745521
54 0.1109013404
55 0.1109013404
56 0.1108745521
57 0.1108209948
58 0.1107407074
59 0.1106337479
60 0.1056991547
61 0.1058013434
62 0.1058780498
63 0.1059292183
64 0.1059548118
65 0.1059548118
66 0.1059292183
67 0.1058780498
68 0.1058013434
69 0.1056991547
70 0.0963728009
71 0.0964659730
72 0.0965359112
73 0.0965825648
74 0.0966059001
75 0.0966059001
76 0.0965825648
77 0.0965359112
78 0.0964659730
79 0.0963728009
80 0.0836837628
81 0.0837646673
82 0.0838253970
83 0.0838659079
84 0.0838861707
85 0.0838861707
86 0.0838659079
87 0.0838253970
88 0.0837646673
89 0.0836837628
90 0.0690160769
91 0.0690828009
92 0.0691328862
93 0.0691662965
94 0.0691830078
95 0.0691830078
96 0.0691662965
97 0.0691328862
98 0.0690828009
99 0.0690160769
END
